"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks"
110764313093221_298359091000408,https://www.facebook.com/jowradio/posts/298359091000408,"موضوع اليوم في سركالة : أحكيلنا على الطبايع الفاسدين اللّي يديرهم صاحبك قدام الناس باش يبهدلك ؟ 😂🤡🤹
اسمعونا على : www.jow.radio",Photo,,,"08/18/2019 06:05:23 AM"," ",3589,3589,0,4951,4951,0,64,43,50,0,0,3822,2780,0,0,55,0,0,0,0,0,0,0,0,0,0,,18,4,,,18,5,,,30,3,10,,37,3,10,,,,,,,,
110764313093221_298328157670168,https://www.facebook.com/jowradio/posts/298328157670168,"حسام : &quot; كيفاش حديقة حيوانات معندهاش منوّمات ؟ &quot; 🐯💉
اسمعونا على : www.jow.radio",Video,,,"08/18/2019 05:15:00 AM"," ",20732,20732,0,29364,29364,0,825,726,1020,3,3,20123,14269,0,0,498,189,189,0,0,6795,6942,0,0,12814,331582,7,146,47,,14,156,63,,214,650,8,,226,786,8,,3,,,,3,,,
110764313093221_298313821004935,https://www.facebook.com/jowradio/posts/298313821004935,"شهيناز جابتلنا المواعد الثقافية تاع نهار اليوم 📽🎞📺
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"08/18/2019 03:52:21 AM"," ",5241,5241,0,7171,7171,0,149,117,148,3,3,5632,4097,0,0,114,17,17,0,0,1068,1097,0,0,5630,205139,,31,1,,,31,1,,51,87,2,,51,95,2,,2,1,,,2,1,,
110764313093221_297037067799277,https://www.facebook.com/jowradio/posts/297037067799277,"معجباتوش سيارتو راح رماها فالواد😲🚗
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"08/15/2019 11:00:01 AM"," ",12222,12222,0,16370,16370,0,360,294,401,1,1,12290,9447,0,0,248,83,83,0,0,4150,4180,0,0,14379,421630,1,76,2,,1,78,2,,119,244,5,,121,275,5,,1,,,,1,,,
110764313093221_297023657800618,https://www.facebook.com/jowradio/posts/297023657800618,"موضوع اليوم في سركالة: احكولنا على هدّة دارهالكم واحد عندو زوج وجوه ؟ 😁😏
اسمعونا على: www.jow.radio",Photo,,,"08/15/2019 06:15:28 AM"," ",2332,2332,0,3351,3351,0,42,29,35,0,0,2688,1828,0,0,33,0,0,0,0,0,0,0,0,0,0,1,12,1,,1,12,2,,,21,1,7,,27,1,7,,,,,,,,
110764313093221_296602334509417,https://www.facebook.com/jowradio/posts/296602334509417,"موضوع اليوم في سركالة:  الحاجة التافهة اللّي درتها و نتا مقلق ؟ 😂😤
اسمعونا على: www.jow.radio",Photo,,,"08/14/2019 07:23:47 AM"," ",4451,4451,0,6011,6011,0,94,70,80,1,1,4612,3461,0,0,77,0,0,0,0,0,0,0,0,0,0,,22,3,,,22,4,,,54,1,17,,62,1,17,1,,,,1,,,
110764313093221_296499501186367,https://www.facebook.com/jowradio/posts/296499501186367,"&quot;آبل&quot; تعرض مليون دولار لمن يستطيع اختراق هواتفها ! 💸💵😍
اسمعونا على : www.jow.radio",Video,,,"08/14/2019 04:15:00 AM"," ",17358,17358,0,23925,23925,0,592,506,641,0,0,18208,13610,0,0,450,73,73,0,0,6080,6221,0,0,14094,414611,3,109,9,,3,113,12,,142,425,15,,148,478,15,,,,,,,,,
110764313093221_296464504523200,https://www.facebook.com/jowradio/posts/296464504523200,"رسميا الدولي الجزائري رامي بن سبعيني ينضم للفريق الالماني بوروسيا مونشنغلادباخ بعقد يمتد لأربعة مواسم.",Photo,,,"08/14/2019 01:22:13 AM"," ",17688,17688,0,24857,24857,0,1018,423,471,3,4,18002,12986,0,0,801,0,0,0,0,0,0,0,0,0,0,8,624,8,,9,628,9,,,260,,191,,275,,196,3,1,,,2,1,,
110764313093221_296148547888129,https://www.facebook.com/jowradio/posts/296148547888129,"ما تراطيوش 100 % Imagine Dragons اليوم من 23 سا حتى 00 سا 😍🎧
اسمعونا على : www.jow.radio",Photo,,,"08/13/2019 10:30:00 AM"," ",7047,7047,0,9605,9605,0,83,60,67,0,0,7118,5472,0,0,62,0,0,0,0,0,0,0,0,0,0,,22,1,,,22,3,,,33,7,25,,34,7,26,,,,,,,,
110764313093221_296147104554940,https://www.facebook.com/jowradio/posts/296147104554940,"موضوع اليوم في سركالة : أحكولنا على التبهديلا اللّي صراتلكم في العيد ؟ 😂
اسمعونا على : www.jow.radio",Photo,,,"08/13/2019 07:36:19 AM"," ",2294,2294,0,3154,3154,0,24,15,17,1,1,2472,1794,0,0,20,0,0,0,0,0,0,0,0,0,0,,10,,,,10,,,,9,2,5,,10,2,5,1,,,,1,,,
110764313093221_295175301318787,https://www.facebook.com/jowradio/posts/295175301318787,"جو راديو تتمنالكم عيد مبروك و كل عام و أنتم بخير 😍🎙
ما تراطيوش حصة صحا عيدكم غدوا من الربعة للستة تاع العشية
اسمعونا على : www.jow.radio",Photo,,,"08/11/2019 05:31:33 AM"," ",8741,8741,0,12142,12142,0,166,86,95,1,2,9105,6764,0,0,139,0,0,0,0,0,0,0,0,0,0,,90,12,,,92,18,,,51,1,35,,57,1,37,,2,,,,1,,
110764313093221_295168367986147,https://www.facebook.com/jowradio/posts/295168367986147,"عيد مبارك وكل عام وانتم بخير 🌙",Photo,,,"08/11/2019 05:11:08 AM"," ",8972,8972,0,12834,12834,0,168,92,100,1,1,9711,6809,0,0,143,0,0,0,0,0,0,0,0,0,0,,87,6,,,87,7,,,43,,50,,51,,49,,1,,,,1,,
110764313093221_293909928111991,https://www.facebook.com/jowradio/posts/293909928111991,"ب Selfie تقدر تقيس الضغط الدموي, زعمى صح ؟ 🤔
اسمعونا على :www.jow.radio
#Branchiwjow",Video,,,"08/10/2019 10:00:31 AM"," ",8817,8817,0,11516,11516,0,237,204,247,2,2,9019,6862,0,0,188,32,32,0,0,2704,2751,0,0,10846,339177,,43,1,,,43,1,,76,153,3,,78,165,3,,2,,,,2,,,
110764313093221_293898578113126,https://www.facebook.com/jowradio/posts/293898578113126,"عبدسلام يمدلنا تطبيقات اللي يطلعو المورال 😁
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"08/10/2019 02:30:00 AM"," ",13984,13984,0,18909,18909,0,483,429,576,2,2,14718,11065,0,0,375,43,44,0,0,3968,3976,0,0,13821,508030,1,65,,,1,65,,,186,347,8,,187,380,8,,2,,,,2,,,
110764313093221_294387271397590,https://www.facebook.com/jowradio/posts/294387271397590,"⚽ ذهاب الدور التمهيدي لمسابقة رابطة أبطال إفريقيا
سونيداب النيجري 1-2 إتحاد العاصمة 🇩🇿❤

🔴 الهدفين سجلهما بن شاعة من جانب اتحاد العاصمة",Status,,,"08/09/2019 10:38:34 AM"," ",9451,9451,0,13970,13970,0,341,206,217,0,0,10705,7460,0,0,277,0,0,0,0,0,0,0,0,0,0,1,151,14,,1,156,14,,,206,,,,217,,,,,,,,,,
110764313093221_293658678137116,https://www.facebook.com/jowradio/posts/293658678137116,"أخبار الواب : اعرفوا وعلاش روما منعت الجلوس على الادراج الاسبانية  🤣🤣🤣
اسمعونا على www.jow.radio
#branchiwjow",Video,,,"08/09/2019 08:00:01 AM"," ",4785,4785,0,6881,6881,0,235,207,302,2,2,5167,3642,0,0,164,98,100,0,0,1446,1488,0,0,11535,143891,2,39,4,,2,44,4,,92,177,2,,99,201,2,,1,1,,,1,1,,
110764313093221_294238838079100,https://www.facebook.com/jowradio/posts/294238838079100,"⚽️ مباراة اليوم : اتحاد العاصمة - أس سونيداب ( النيجر )

بالتوفيق للسوسطارة  🇩🇿❤💚",Photo,,,"08/09/2019 03:37:00 AM"," ",7966,7966,0,11209,11209,0,220,139,149,1,1,8363,6115,0,0,180,0,0,0,0,0,0,0,0,0,0,1,91,8,,1,91,10,,,118,,23,,126,,23,,1,,,,1,,
110764313093221_293891804780470,https://www.facebook.com/jowradio/posts/293891804780470,"شهيناز تدينا تحويسة لجيجل 😍🏖

اسمعونا على : www.jow.radio

@BranchiwJow",Video,,,"08/09/2019 02:30:00 AM"," ",8926,8926,0,12285,12285,0,341,292,390,2,2,9504,6893,0,0,232,74,74,0,0,2899,2899,0,0,9017,197694,2,67,2,,2,70,2,,125,225,2,,129,259,2,,1,1,,,1,1,,
110764313093221_293877638115220,https://www.facebook.com/jowradio/posts/293877638115220,"شاهد اول مسابقة FIFA في الجزائر  و اللي يربح عندو 400 مليون 🤑😍💵💸 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"08/08/2019 12:00:02 PM"," ",22999,22999,0,33031,33031,0,1090,948,1296,3,4,24499,17670,0,0,776,259,264,0,0,6441,6518,0,0,8498,145705,7,154,89,,7,158,122,,305,803,29,,331,936,29,,3,1,,,2,1,,
110764313093221_293646634804987,https://www.facebook.com/jowradio/posts/293646634804987,"شوفوا المستوى الثقافي تاع نسيم حدوش الي بهر بيه لي ديبلومي 😍🤩🤓
اسمعونا على www.jow.radio
#branchiwjow",Video,,,"08/08/2019 09:00:01 AM"," ",37023,37023,0,51942,51942,0,3173,2908,3919,6,7,35947,26749,0,0,2152,418,422,0,0,15973,16042,0,0,27054,327507,3,355,16,,3,355,18,,1088,2535,25,,1078,2816,25,,2,5,,,2,4,,
110764313093221_293640294805621,https://www.facebook.com/jowradio/posts/293640294805621,"هكذا كان رد لي ديبلومي إلى من يتهموا الفريق الوطني بتعاطي المنشطات 😡😡😡😡
اسمعونا على www.jow.radio
#branchiwjow",Video,,,"08/08/2019 06:30:50 AM"," ",15601,15601,0,20676,20676,0,751,667,863,0,0,15999,12037,0,0,563,91,97,0,0,5807,5807,0,0,17935,384297,,95,6,,,95,6,,235,563,9,,237,617,9,,,,,,,,,
110764313093221_293857864783864,https://www.facebook.com/jowradio/posts/293857864783864,"موضوع اليوم في سركالة :  واشنو هي العفسة اللي كنت تنتظر سنّ الرّشد باش ديرها ؟🤩
اسمعونا على : www.jow.radio",Photo,,,"08/08/2019 05:46:41 AM"," ",5247,5247,0,7187,7187,0,150,128,142,0,0,5465,3847,0,0,132,0,0,0,0,0,0,0,0,0,0,,31,3,,,31,3,,,124,,7,,135,,7,,,,,,,,
110764313093221_293520824817568,https://www.facebook.com/jowradio/posts/293520824817568,"ضيفنا اليوم في لي ديبلومي هو الفنان أمين تيتي، اليوم جابلنا أغاني حصرية تقدرو تسمعوهم من التسعة للحداش تاع الليل 🔥😍
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"08/07/2019 10:30:01 AM"," ",6707,6707,0,9086,9086,0,113,81,85,1,1,6790,5195,0,0,90,0,0,0,0,0,0,0,0,0,0,,37,1,,,37,1,,,41,11,30,,42,12,31,1,,,,1,,,
110764313093221_293512094818441,https://www.facebook.com/jowradio/posts/293512094818441,"حصريا على جو راديو، الجديييييد 🔥🔥
Astro Deepak - Smoothless Podcast #03
اسمعونا على : www.jow.radio",Video,,,"08/07/2019 10:00:01 AM"," ",3221,3221,0,5148,5148,0,122,101,138,0,0,3674,2261,0,0,88,28,32,0,0,511,573,0,0,3483,32381,2,24,1,,2,25,1,,55,70,2,,60,76,2,,,,,,,,,
110764313093221_293462998156684,https://www.facebook.com/jowradio/posts/293462998156684,"موضوع اليوم في سركالة : أحكولنا على العفسة الغريبة لي نتوما معروفين بيها 😂😂 
اسمعونا على: www.jow.radio",Photo,,,"08/07/2019 07:09:50 AM"," ",4827,4827,0,6697,6697,0,130,101,112,0,0,5133,3624,0,0,103,0,0,0,0,0,0,0,0,0,0,,31,3,,,32,3,,,81,3,20,,89,3,20,,,,,,,,
110764313093221_293218168181167,https://www.facebook.com/jowradio/posts/293218168181167,"شوفوا رأي لي ديبلومي في حفل سولكينغ  😮😱😮
اسمعونا على www.jow.radio
#branchiwjow",Video,,,"08/07/2019 04:00:02 AM"," ",41077,41077,0,56946,56946,0,4275,3954,5764,9,9,39971,29200,0,0,2827,807,807,0,0,18744,19366,0,0,26941,287550,5,400,11,,5,416,11,,1935,3355,26,,1984,3755,27,,4,5,,,4,5,,
110764313093221_293376638165320,https://www.facebook.com/jowradio/posts/293376638165320,"تاجر مخدرات ومجرم برازيلي خطير حاول الفرار من السجن متنكراً بزي امرأة 😮 

المصدر :  BBC",Photo,,,"08/07/2019 02:57:22 AM"," ",16733,16733,0,23996,23996,0,1096,906,1007,2,2,18496,13159,0,0,896,0,0,0,0,0,0,0,0,0,0,,226,10,,,228,10,,,440,,535,,478,,529,2,,,,2,,,
110764313093221_292707674898883,https://www.facebook.com/jowradio/posts/292707674898883,"🇩🇿🤣♻📰 اكتشفوا واش رايحة تصدر الجزائر للدول الاروبية
@NadirKechout
اسمعونا على www.jow.radio
#branchiwjow",Video,,,"08/06/2019 03:09:14 AM"," ",5926,5926,0,8213,8213,0,320,275,352,1,1,6234,4569,0,0,235,119,120,0,0,1789,1858,0,0,12814,143742,1,62,1,,1,64,1,,93,234,2,,98,252,2,,,1,,,,1,,
110764313093221_292659121570405,https://www.facebook.com/jowradio/posts/292659121570405,"جديد راي ... اسمعوا حصريا على جو أغنية الشاب سمير ـ درتيها 🎤🎼
و اسمعونا على : www.jow.radio",Video,,,"08/05/2019 08:19:23 AM"," ",1980,1980,0,2805,2805,0,118,104,139,1,1,2163,1512,0,0,84,28,34,0,0,788,818,0,0,6016,58302,1,21,1,,1,21,2,,62,60,1,,73,65,1,,,1,,,,1,,
110764313093221_292627871573530,https://www.facebook.com/jowradio/posts/292627871573530,"موضوع اليوم في سركالة : واشنو هي الحاجة اللي كي تتفكرها تبدا تضحك وحدك ؟ 😂😂
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"08/05/2019 06:52:51 AM"," ",2014,2014,0,3051,3051,0,71,52,72,0,0,2322,1547,0,0,50,0,0,0,0,0,0,0,0,0,0,1,17,9,,1,17,14,,,47,1,5,,66,1,5,,,,,,,,
110764313093221_292591074910543,https://www.facebook.com/jowradio/posts/292591074910543,"شخص حاب يقطع البحر الأبيض المتوسط بتقنية الفراعنة، في ميزكم يقدر؟ ⛴⚓

إسمعونا على : www.jow.radio

#BranchiwJow",Video,,,"08/05/2019 05:12:37 AM"," ",2549,2549,0,3595,3595,0,87,72,94,1,1,2651,1972,0,0,64,33,33,0,0,672,713,0,0,6640,105534,,20,1,,,20,1,,32,53,1,,34,59,1,,1,,,,1,,,
110764313093221_292386448264339,https://www.facebook.com/jowradio/posts/292386448264339,"🤣🤣🤣 شوفوا سامي يقلد صوت الوالي السابق عبد القادر زوخ
Samy LEFENEK
اسمعونا على www.jow.radio
#branchiwjow",Video,,,"08/05/2019 02:30:00 AM"," ",14892,14892,0,19979,19979,0,1384,1280,1795,1,1,13123,9924,0,0,854,550,560,0,0,4827,4922,0,0,19084,143657,14,176,7,,14,190,9,,509,1138,3,,515,1277,3,,,1,,,,1,,
110764313093221_292251634944487,https://www.facebook.com/jowradio/posts/292251634944487,"اليوم من 23 سا إلى 00 سا تكون ساعة غير Queen Bee 🐝🐝
واش هي أفضل أغاني تاع Beyoncé اللي تحبوها نتوما ؟ 😍
اسمعونا على : www.jow.radio",Photo,,,"08/04/2019 01:30:00 PM"," ",1875,1875,0,2788,2788,0,64,48,54,1,1,2191,1440,0,0,53,0,0,0,0,0,0,0,0,0,0,,18,2,,,18,3,,,35,3,11,,40,3,11,,1,,,,1,,
110764313093221_292326618270322,https://www.facebook.com/jowradio/posts/292326618270322,"الرجل الطائر الفرنسي &quot;فرانكي زاباتا&quot; ينجح في عبور بحر  المانش على ظهر لوح طائر نفاث 🚀✈",Photo,,,"08/04/2019 12:50:27 PM"," ",10524,10524,0,14761,14761,0,336,205,238,0,0,10893,7845,0,0,259,0,0,0,0,0,0,0,0,0,0,5,151,10,,5,151,13,,,146,,74,,163,,75,,,,,,,,
110764313093221_292257431610574,https://www.facebook.com/jowradio/posts/292257431610574,"مرض بطانة الرحم (Endométriose) يقيس النساء اللي بين 20 و 40 سنة😱 ، طبيبة نسائية تفهمنا أكثر حول هاد المرض 💉💊 
اسمعونا على: www.jow.radio
#Branchiwjow",Video,,,"08/04/2019 12:00:01 PM"," ",9445,9445,0,13128,13128,0,593,544,739,2,2,10088,7325,0,0,435,150,150,0,0,3776,3792,0,0,13316,147411,7,64,10,,7,64,11,,197,441,6,,205,526,6,,,2,,,,2,,
110764313093221_292268298276154,https://www.facebook.com/jowradio/posts/292268298276154,"رياض محرز يتوج رفقة فريقه مانشستر سيتي بلقب درع الاتحاد الانجليزي على حساب ليفربول ، وهو اللقب الخامس لرياض هذا الموسم 🇩🇿❤🏆",Photo,,,"08/04/2019 09:55:04 AM"," ",23209,23209,0,32257,32257,0,2027,1013,1070,0,0,24249,17609,0,0,1597,0,0,0,0,0,0,0,0,0,0,6,1063,20,,6,1086,24,,,770,,272,,792,,278,,,,,,,,
110764313093221_292244408278543,https://www.facebook.com/jowradio/posts/292244408278543,"شاهد سامي يقلد زيارة الملكة اليزابيث إلى الجزائر 😂
Samy LEFENEK
اسمعونا على : www.jow.radio

#BranchiwJow",Video,,,"08/04/2019 08:51:00 AM"," ",12521,12521,0,17076,17076,0,721,624,875,1,1,12271,9331,0,0,431,89,90,0,0,3834,3950,0,0,14490,460030,6,133,10,,6,140,11,,277,492,5,,293,575,5,,1,,,,1,,,
110764313093221_292225811613736,https://www.facebook.com/jowradio/posts/292225811613736,"أحكيلنا على ديڨا لي حتا واحد ما علابالو بيها حتى لدوكا 😱😱
اسمعونا على: www.jow.radio
#Branchiwjow",Photo,,,"08/04/2019 07:46:17 AM"," ",3764,3764,0,5115,5115,0,129,111,118,1,1,3841,2912,0,0,115,0,0,0,0,0,0,0,0,0,0,,18,2,,,18,2,,,98,4,12,,102,4,12,1,,,,1,,,
110764313093221_292179628285021,https://www.facebook.com/jowradio/posts/292179628285021,"Ismael benacer au MILAN AC",Status,,,"08/04/2019 04:47:48 AM"," ",19028,19028,0,27689,27689,0,1870,1646,1904,1,1,22038,15445,0,0,1518,1632,1664,0,0,5867,0,0,0,0,0,,309,1,,18,317,1,,,1646,,,,1904,,,1,,,,1,,,
110764313093221_292148164954834,https://www.facebook.com/jowradio/posts/292148164954834,"نجم المنتخب الوطني اسماعيل بناصر  ينضم رسميا لنادي ميلان الإيطالي .

اسمعونا على : 
Www.jow.radio",Photo,,,"08/04/2019 02:58:06 AM"," ",12936,12936,0,17906,17906,0,679,276,305,1,1,13117,9762,0,0,542,0,0,0,0,0,0,0,0,0,0,5,439,6,,5,439,6,,,157,17,113,,173,17,115,1,,,,1,,,
110764313093221_292095541626763,https://www.facebook.com/jowradio/posts/292095541626763,"ضيف اليوم في جو الصباح هو الممثل محمد بونوغاز  رايح يكون معانا من 10سا حتى 11سا كونو في الموعد .
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"08/03/2019 11:51:33 PM"," ",9290,9290,0,12425,12425,0,199,148,163,0,0,9214,7044,0,0,158,0,0,0,0,0,0,0,0,0,0,,59,7,,,60,7,,,99,16,41,,104,17,42,,,,,,,,
110764313093221_291928831643434,https://www.facebook.com/jowradio/posts/291928831643434,"الممثلة نضال تتحصل على سكن بعد حملة تضامن واسعة على مواقع التواصل الاجتماعي .
Www.jow.radio",Photo,,,"08/03/2019 01:47:24 PM"," ",27903,27903,0,40193,40193,0,2313,1709,1936,0,0,29159,20723,0,0,1652,0,0,0,0,0,0,0,0,0,0,12,732,91,,12,732,99,,,1203,13,660,,1280,13,643,,,,,,,,
110764313093221_290966428406341,https://www.facebook.com/jowradio/posts/290966428406341,"اليوم البنات رايحين يحكولنا على مرض بطانة الرحم، أطرحولنا أسئلة حول هاذ المرض راح يكون طبيب نسائي يجاوبكم عليها خلال الحصة 📋💊💉
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"08/03/2019 08:00:01 AM"," ",4434,4434,0,5843,5843,0,140,118,125,0,0,4503,3412,0,0,111,0,0,0,0,0,0,0,0,0,0,,24,5,,,24,5,,,100,5,12,,108,5,12,,,,,,,,
110764313093221_290950691741248,https://www.facebook.com/jowradio/posts/290950691741248,"عبدو جابلنا التطبيقات اللي تسهلنا الإتصالات كي تكونو في بلدان أخرى 📲 
اسمعونا على: www.jow.radio
#Branchiwjow",Video,,,"08/02/2019 02:30:00 AM"," ",13383,13383,0,17318,17318,0,449,385,477,2,2,13258,10190,0,0,317,66,67,0,0,4105,4159,0,0,11093,288297,6,78,1,,6,80,1,,115,316,6,,120,351,6,,1,1,,,1,1,,
110764313093221_290959438407040,https://www.facebook.com/jowradio/posts/290959438407040,"100% راي جديد على جو راديو من التسعة للحداش تاع الليل، و نتوما پارتاجيو معانا آخر أغاني راي راكم تسمعو فيهم 🎼🎤🤩
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"08/01/2019 11:00:00 AM"," ",3407,3407,0,4984,4984,0,85,59,75,0,0,3736,2678,0,0,70,0,0,0,0,0,0,0,0,0,0,,29,1,,,29,2,,,37,19,11,,44,20,11,,,,,,,,
110764313093221_290916898411294,https://www.facebook.com/jowradio/posts/290916898411294,"واش هوما الأعراض اللّي خلاو مريم مغيزي تعرف المرض تاعها ؟ 💊💉
اسمعونا على : www.jow.radio
#branchiwjow",Video,,,"08/01/2019 10:00:01 AM"," ",4655,4655,0,6884,6884,0,242,218,309,0,0,5275,3648,0,0,184,52,54,0,0,1355,1432,0,0,10927,159294,,35,6,,,35,9,,96,175,4,,99,205,4,,,,,,,,,
110764313093221_290918995077751,https://www.facebook.com/jowradio/posts/290918995077751,"سؤال اليوم في سركالة : واش هو أغرب شرط تاع خطبة سمعتو بيه ؟ 💎🔑💵👩‍❤‍👨
اسمعونا على: www.jow.radio
#branchiwjow",Photo,,,"08/01/2019 06:45:27 AM"," ",6265,6265,0,8738,8738,0,417,386,457,0,0,6547,4626,0,0,343,0,0,0,0,0,0,0,0,0,0,,33,19,,,33,20,,,372,4,24,,428,4,25,,,,,,,,
