"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - report_spam_clicks"
110764313093221_371041737065476,https://www.facebook.com/jowradio/posts/371041737065476,"مروان قروابي كيما جامي شفتوه ! شاهدوه يجيب على أسئلة تينهينان 🔥
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا 
#LDTH",Video,,,"12/17/2019 09:00:07 AM"," ",394244,394244,0,452187,452187,0,38797,36264,49153,106,104,123961,107126,0,0,12927,9836,9836,0,0,181866,195961,0,0,63542,918442,87,5615,361,,94,5836,423,,11759,27634,191,,12561,36398,193,,38,66,,,38,66,,
110764313093221_371532870349696,https://www.facebook.com/jowradio/posts/371532870349696,"ضيف حصة اليوم #LDTH 
هو الصحفي معمر جبور 🔥
_____________________________________________
أسمعونا على : www.jow.radio
من 21سا-23سا",Photo,,,"12/17/2019 08:51:51 AM"," ",20286,20286,0,20314,20314,0,428,323,360,1,1,12485,12490,0,0,315,0,0,0,0,0,0,0,0,0,0,,116,22,,,120,22,,,251,16,65,,278,16,66,1,,,,1,,,
110764313093221_371458830357100,https://www.facebook.com/jowradio/posts/371458830357100,"الزبيدي صاحب أشهر معجم في اللغة العربية ..
شاهد قصة عشقه للغة العربية ولزوجته زبيدة  😍",Video,,,"12/17/2019 08:00:07 AM"," ",681583,681583,0,725745,725754,0,35882,25216,31136,89,88,24432,23757,0,0,1673,22155,22155,0,0,268437,280697,0,0,13929,128319,3081,11509,254,,3209,11741,343,,4417,23916,3,,4694,26438,3,,37,51,,,37,51,,
110764313093221_371400473696269,https://www.facebook.com/jowradio/posts/371400473696269,"شاف باية ساسي 😍 في Quizz خفيف ظريف 
واش حكايتها مع بطاطا شطيطحة شوفوا معانا 😅",Video,,,"12/17/2019 05:00:28 AM"," ",91621,91621,0,95534,95534,0,5679,4991,6434,23,23,26551,26196,0,0,1813,2231,2238,0,0,26505,26524,0,0,10358,84351,11,749,54,,12,789,57,,1337,4469,,,1411,5023,,,9,14,,,9,14,,
110764313093221_371314583704858,https://www.facebook.com/jowradio/posts/371314583704858,"في الشرق كانت أم كلثوم وفي الغرب كان عيسى جرموني  ..أيقونة الأغنية الشاوية كان أول فنان إفريقي وأول جزائري غنى في القاعة الشهيرة &quot; أولمبيا&quot; ..تعرف على قصته في هذا الفيديو",Video,,,"12/17/2019 02:15:47 AM"," ",1054044,1054044,0,1164811,1164811,0,81914,71654,90193,145,146,60225,53306,0,0,5291,59620,61062,0,0,404121,430710,0,0,22370,172799,3259,12855,649,,3412,13202,925,,18968,61586,,,20675,69509,,,44,102,,,43,105,,
110764313093221_370999040403079,https://www.facebook.com/jowradio/posts/370999040403079,"فرح ياسمين تحكينا على تجربتها الإعلامية في دول الخليج 
اسمعونا على : www.jow.radio
كل الثلاثاء: 21 سا ـ 00 سا
 #LDTH",Video,,,"12/16/2019 02:01:25 PM"," ",62286,62286,0,66750,66750,0,3192,2772,3433,11,11,41810,39615,0,0,2132,393,405,0,0,24127,24338,0,0,18952,543466,4,490,12,,5,512,15,,675,2319,54,,707,2672,54,,9,2,,,9,2,,
110764313093221_370726253763691,https://www.facebook.com/jowradio/posts/370726253763691,"شاهدوا معنا قصة محل عمي صالح المختص في طهي &quot; البوزلوف &quot;  منذ 74 سنة بالحراش

تابعوا صفحة المطعم : @مطعم تاغراست",Video,,,"12/16/2019 06:04:30 AM"," ",4537683,4537683,0,5565243,5565243,0,343413,306320,411564,310,316,212531,170521,0,0,24625,167961,172743,0,0,1850600,2093009,0,0,27693,244522,6656,61497,5484,,7051,66905,7742,,88065,249491,1,,98760,312789,1,,90,226,,,92,223,,
110764313093221_370620983774218,https://www.facebook.com/jowradio/posts/370620983774218,"صورة اليوم ❤
من حضور  اسماعيل بن ناصر و زوجته لحفل فريقه ميلان الذي إحتفل ليلة أمس بسنة تأسيسه الـ120 😍",Photo,,,"12/16/2019 02:59:33 AM"," ",143237,143237,0,140858,140858,0,18902,15566,19286,17,17,86291,85024,0,0,12411,0,0,0,0,0,0,0,0,0,0,56,4903,428,,59,4903,566,,,9829,,8253,,10851,,8435,12,5,,,12,5,,
110764313093221_368208640682119,https://www.facebook.com/jowradio/posts/368208640682119,"إكتشفوا القصة  تاع هاذ الشاب الي كان عايش فالغربة أو عاقبوه...
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543
#SERREKFIJOW",Video,,,"12/15/2019 01:30:00 PM"," ",38476,38476,0,39432,39432,0,1686,1414,1754,1,1,20673,20971,0,0,996,651,659,0,0,10612,11269,0,0,12224,147562,6,276,13,,6,285,14,,407,1162,,,427,1327,,,1,,,,1,,,
110764313093221_368172714019045,https://www.facebook.com/jowradio/posts/368172714019045,"إكتشفوا حكاية هاذ الشاب الجزائري و قصته مع بنت تعرف بها في الفايسبوك !
و نتوما عندكم سر ؟ أبعثولنا تسجيل صوتي فالواتساب تاع الحصة: 0770149543

#SERREKFIJOW",Video,,,"12/15/2019 01:00:00 PM"," ",215678,215678,0,237823,237823,0,22080,20421,25664,57,56,78003,72915,0,0,6643,4910,4910,0,0,88656,93609,0,0,40210,431551,81,2674,198,,90,2813,255,,5309,16690,,,5481,20183,,,17,39,,,17,39,,
110764313093221_369921750510808,https://www.facebook.com/jowradio/posts/369921750510808,"تعرفوا معانا كثر في هذا interview على Khoubai 😍 الفائز بجائزة  Algeria Web Awards
&quot;Instgrammer of the year&quot;",Video,,,"12/15/2019 03:08:06 AM"," ",329160,329160,0,339325,339325,0,15687,13112,16577,29,30,62749,58956,0,0,4694,9154,9370,0,0,94976,96453,0,0,17843,201578,35,3560,143,,38,3697,198,,2538,11492,,,2592,13984,,,11,19,,,11,19,,
110764313093221_369177943918522,https://www.facebook.com/jowradio/posts/369177943918522,"شاهد قصة &quot;حب و وفاء &quot;عمي الطاهر لطاحونته التي قطعت يده لكنها لم تقطع رزقه 😍",Video,,,"12/14/2019 02:30:55 AM"," ",79771,79771,0,83089,83089,0,3488,2427,2913,5,5,33076,31764,0,0,1571,1273,1292,0,0,26379,27529,0,0,13960,210389,65,1234,32,,66,1244,36,,792,1923,,,797,2116,,,2,3,,,2,3,,
110764313093221_368560477313602,https://www.facebook.com/jowradio/posts/368560477313602,"12 ديسمبر1931 ..ذكرى ميلاد باية محي الدين، الفنانة التي ألهمت بابلو بيكاسو 
تعرف عليها أكثر في هذا الفيديو",Video,,,"12/13/2019 05:05:36 AM"," ",1267115,1267115,0,1361803,1361803,0,52784,44842,54139,57,58,46102,43770,0,0,2875,75713,78361,0,0,504089,551320,0,0,20863,152789,2392,9766,460,,2536,10530,639,,6189,43025,,,6539,47591,,,25,33,,,25,31,,
110764313093221_368430447326605,https://www.facebook.com/jowradio/posts/368430447326605,"يوسف بلايلي ...من فخ المخدرات إلى حاصد للألقاب و مرشح لأفضل لاعب في أفريقيا ... تابع قصة نهوض يوسف بلايلي 💪🏆",Video,,,"12/13/2019 12:49:31 AM"," ",384694,384694,0,407691,407691,0,17377,12711,14902,19,19,68002,63782,0,0,3996,10993,11162,0,0,138498,138498,0,0,19884,245503,497,5528,113,,507,5649,122,,2424,11231,,,2573,12329,,,6,13,,,6,13,,
110764313093221_368123334023983,https://www.facebook.com/jowradio/posts/368123334023983,"&quot; الطيارة الصفرا ... حبسي  ما تضربيش &quot; تعرفوا على القصة الحقيقية لهذه الأغنية الثورية 😢 
#وراء_كل_أغنية_قصة",Video,,,"12/12/2019 01:01:48 PM"," ",683350,683350,0,719888,719888,0,51080,40608,53850,73,74,45069,42536,0,0,3678,37520,37834,0,0,259977,275366,0,0,13228,86549,2566,12875,424,,2824,13367,540,,9090,37854,,,9901,43945,,,26,48,,,26,48,,
110764313093221_367824197387230,https://www.facebook.com/jowradio/posts/367824197387230,"12 ديسمبر1931 ..ذكرى ميلاد باية محي الدين، الفنانة التي ألهمت بابلو بيكاسو 
تعرف عليها أكثر في هذا الفيديو",Video,,,"12/12/2019 04:01:56 AM"," ",3264198,3264198,0,3515284,3515284,0,184838,153995,182605,312,318,102488,83943,0,0,7698,244236,247525,0,0,1362964,1510878,0,0,24677,152789,11899,40775,1907,,12931,41979,2674,,31753,139352,1,,31647,150948,1,,120,198,,,119,198,,
110764313093221_367267730776210,https://www.facebook.com/jowradio/posts/367267730776210,"59 سنة تمر على مظاهرات 11 ديسمبر 1960 

اسمعونا على : www.jow.radio",Video,,,"12/11/2019 09:00:04 AM"," ",23303,23303,0,24526,24526,0,699,473,573,2,2,13193,12513,0,0,406,88,91,0,0,5907,6146,0,0,5640,176106,14,233,7,,15,238,8,,203,298,15,,211,346,16,,2,,,,2,,,
110764313093221_367238510779132,https://www.facebook.com/jowradio/posts/367238510779132,"شاهد قصة &quot;حب و وفاء &quot;عمي الطاهر لطاحونته التي قطعت يده لكنها لم تقطع رزقه 😍",Video,,,"12/11/2019 07:16:30 AM"," ",165963,165963,0,172207,172207,0,11443,8661,11432,16,16,54005,52184,0,0,3444,4068,4370,0,0,69321,71553,0,0,17593,210389,224,3329,162,,254,3519,176,,2421,7547,,,2841,8588,,,1,15,,,1,15,,
110764313093221_367120067457643,https://www.facebook.com/jowradio/posts/367120067457643,"يوسف بلايلي ...من فخ المخدرات إلى حاصد للألقاب و مرشح لأفضل لاعب في أفريقيا ... تابع قصة نهوض يوسف بلايلي 💪🏆",Video,,,"12/11/2019 03:31:44 AM"," ",7516114,7516114,0,7986362,7986421,0,348926,298942,361755,248,250,128466,116595,0,0,13397,229694,230802,0,0,2620876,2662982,0,0,23194,245503,4391,67174,1100,,4554,67174,1284,,60662,277064,1,,65743,295987,1,,120,130,,,122,128,,
110764313093221_367079517461698,https://www.facebook.com/jowradio/posts/367079517461698,"&quot; الطيارة الصفرا ... حبسي  ما تضربيش &quot; تعرفوا على القصة الحقيقية لهذه الأغنية الثورية 😢 
#وراء_كل_أغنية_قصة",Video,,,"12/11/2019 02:06:39 AM"," ",723292,723292,0,727396,727396,0,48257,39845,51624,91,91,21749,20545,0,0,1655,31185,31185,0,0,257151,257151,0,0,12848,86549,2811,9548,374,,3171,9777,439,,9006,37051,,,9912,41711,,,22,69,,,22,69,,
110764313093221_366691257500524,https://www.facebook.com/jowradio/posts/366691257500524,"ماتراطيوش حصة اليوم مع ضيفتنا ياسمين فراح 🤩🔥
من 21سا-23 سا
 #LDTH",Photo,,,"12/10/2019 11:05:24 AM"," ",21895,21895,0,22975,22975,0,463,281,319,4,4,13938,13244,0,0,327,0,0,0,0,0,0,0,0,0,0,,188,12,,,189,15,,,192,,105,,217,,102,3,1,,,3,1,,
110764313093221_366519904184326,https://www.facebook.com/jowradio/posts/366519904184326,"&quot; الطيارة الصفرا ... حبسي  ما تضربيش &quot; تعرفوا على القصة الحقيقية لهذه الأغنية الثورية 😢 
#وراء_كل_أغنية_قصة",Video,,,"12/10/2019 07:00:01 AM"," ",260323,260323,0,267419,267419,0,14370,11845,15155,10,10,23645,23143,0,0,1472,10638,10893,0,0,88855,93322,0,0,11512,86549,676,3255,138,,716,3383,159,,2549,10705,,,2708,12445,,,4,6,,,4,6,,
110764313093221_366448190858164,https://www.facebook.com/jowradio/posts/366448190858164,"شوفوا معانا المخرج &quot;مرزاق علواش &quot;في Quizz  واش تعنيلك ... ؟",Video,,,"12/10/2019 03:57:23 AM"," ",60139,60139,0,63008,63008,0,1993,1655,1973,3,4,24942,24841,0,0,872,290,291,0,0,16327,16981,0,0,9199,300116,9,445,7,,9,457,7,,397,1432,,,421,1552,,,3,1,,,2,1,,
110764313093221_366421750860808,https://www.facebook.com/jowradio/posts/366421750860808,"حسين عزيزان :&quot; لهذه الأسباب نريد مغادرة العايب &quot;
اسمعونا على : www.jow.radio
Ballon",Video,,,"12/10/2019 03:09:31 AM"," ",15916,15916,0,16755,16755,0,498,390,449,2,2,8645,8349,0,0,284,75,75,0,0,4243,4609,0,0,6553,161834,1,115,1,,2,116,1,,188,219,8,,192,249,8,,1,1,,,1,1,,
110764313093221_366380024198314,https://www.facebook.com/jowradio/posts/366380024198314,"10 ديسمبر  ذكرى رحيل كمال مسعودي ... الفنان الذي أضاء شمعة في ظلام العشرية السوداء
شاركونا الأغنية التي تفضلونها أكثر للراحل ؟",SharedVideo,,,"12/10/2019 01:45:06 AM"," ",12014,12014,0,12416,12416,0,581,417,471,0,0,7055,6998,0,0,363,0,0,0,0,1621,1642,0,0,0,115306,,188,20,,,200,21,,,417,,,,471,,,,,,,,,,
110764313093221_365896257580024,https://www.facebook.com/jowradio/posts/365896257580024,"فرحنا دوليا و افتخرنا بيه مع الفريق الوطني
شاهدوا معنا هاد الفيديو لمراد مغني وين يحكيلنا على المشوار ديالو و ذكرياته.
#مغني مراد
#الهداف
Il nous a rendu fiers et heureux à l'international et avec qui l'équipe nationale.
Découvrez #Meghni Mourad à travers cette vidéo où il parle de sa carrière et de ses meilleurs souvenirs.
#ECUP #ELHEDDAFTV",Video,,,"12/10/2019 12:00:04 AM"," ",53900,53900,0,55678,55678,0,4560,3696,4780,7,7,23962,23152,0,0,2357,1172,1172,0,0,13875,14494,0,0,9909,79871,32,1108,17,,32,1140,18,,1122,3376,,,1122,3658,,,1,6,,,1,6,,
110764313093221_366050344231282,https://www.facebook.com/jowradio/posts/366050344231282,"جائزة الرياضي الأفريقي 2019 :المنتخب الجزائري أحسن فريق ومحرز أفضل لاعب",Link,,,"12/09/2019 01:23:00 PM"," ",91730,91730,0,96065,96065,0,2014,1460,1513,6,6,13231,13270,0,0,486,0,0,0,0,0,0,0,0,0,0,16,575,7,,16,582,8,,,509,996,,,530,983,,3,3,,,3,3,,
110764313093221_365914104244906,https://www.facebook.com/jowradio/posts/365914104244906,"هذه هي ملكة جمال الكون لسنة 2019",Link,,,"12/09/2019 09:11:55 AM"," ",41654,41654,0,42133,42133,0,1454,1209,1294,7,7,10906,10894,0,0,453,0,0,0,0,0,0,0,0,0,0,4,276,30,,4,282,36,,,572,700,,,610,684,,2,5,,,2,5,,
110764313093221_365849620918021,https://www.facebook.com/jowradio/posts/365849620918021,"فوزي موسوني : &quot; ماكاش مسيّر يجيب من جيبو دراهم &quot; 
اسمعونا على : www.jow.radio

Ballon",Video,,,"12/09/2019 07:19:56 AM"," ",15033,15033,0,15479,15479,0,509,406,481,1,1,7848,7792,0,0,309,140,142,0,0,4053,4297,0,0,5508,86549,1,117,,,1,125,,,186,251,8,,197,276,8,,1,,,,1,,,
110764313093221_365834824252834,https://www.facebook.com/jowradio/posts/365834824252834,"في ذكرى ال21 لرحيل كمال مسعودي ... الفنان الذي أضاء شمعة في ظلام العشرية السوداء 
شاركونا الأغنية التي تفضلونها أكثر للراحل  ؟",Video,,,"12/09/2019 06:55:36 AM"," ",228029,228029,0,242438,242438,0,24697,19335,23879,56,55,36947,33378,0,0,3920,18336,19153,0,0,87267,92420,0,0,20117,115306,867,7002,604,,927,7002,683,,5457,16174,2,,5680,18197,2,,12,43,,,12,43,,
110764313093221_365747530928230,https://www.facebook.com/jowradio/posts/365747530928230,"&quot;يوتوب آرابيا&quot; يُصنف &quot;سولكينغ&quot; كمُغني الهيب هوب الأكثر مشاهدة وتأثيرا في المنطقة العربية !!",Link,,,"12/09/2019 04:28:50 AM"," ",54265,54265,0,55152,55152,0,972,685,732,10,10,8791,8926,0,0,260,0,0,0,0,0,0,0,0,0,0,,298,20,,,298,20,,,315,393,,,334,398,,7,3,,,7,3,,
110764313093221_365713087598341,https://www.facebook.com/jowradio/posts/365713087598341,"نور الدين سعدي : &quot; إتحاد الحراش واعرين مع الواعرين &quot; 
اسمعونا على : www.jow.radio

Ballon - USMH USMH usmh I ღ USMH",Video,,,"12/09/2019 03:26:42 AM"," ",15834,15834,0,16256,16256,0,520,428,533,2,2,8286,8017,0,0,307,158,158,0,0,3360,3378,0,0,7066,177706,9,113,3,,9,117,3,,171,296,7,,190,336,7,,1,1,,,1,1,,
110764313093221_365693770933606,https://www.facebook.com/jowradio/posts/365693770933606,"شوفوا معانا الممثلة &quot; أميرة هيلدا &quot; في  Quizz بابيشا و لا ماشي بابيشا  😍😅",Video,,,"12/09/2019 03:00:01 AM"," ",112223,112223,0,119017,119017,0,8000,7520,9693,22,22,22797,22392,0,0,2071,2413,2413,0,0,31897,34320,0,0,15908,139391,8,624,43,,8,633,46,,2009,6775,,,2044,7649,,,10,12,,,10,12,,
110764313093221_365184710984512,https://www.facebook.com/jowradio/posts/365184710984512,"أنفال أولمي&quot;الفرق بين الإعجاب و الحب&quot;
اسمعونا على : www.jow.radio
#BNATIME",Video,,,"12/08/2019 11:00:01 AM"," ",83292,83292,0,86225,86225,0,5696,5122,6604,12,12,45225,44505,0,0,3187,2533,2533,0,0,28884,30657,0,0,20822,236031,29,895,94,,29,910,103,,1501,4075,74,,1623,4901,80,,4,8,,,4,8,,
110764313093221_365107620992221,https://www.facebook.com/jowradio/posts/365107620992221,"كريم صاحب أشهر محل لبيع الكبدة في القصابة شاهدوا معانا 😍🌯",Video,,,"12/08/2019 08:00:01 AM"," ",5435198,5435198,0,6941368,6941368,0,619528,535102,742191,513,541,281087,208318,0,0,42836,404611,410618,0,0,2484178,2859419,0,0,33568,202111,9547,121620,11686,,9974,127838,17664,,181558,454982,3,,198345,543788,3,,168,372,1,,169,356,1,
110764313093221_365076444328672,https://www.facebook.com/jowradio/posts/365076444328672,"شكون هو الفنان لي ثأثر بيه &quot;كادير جابوني &quot; شوفوا معانا الجواب في هذا   Quizz 
@Kader Japonais",Video,,,"12/08/2019 06:22:02 AM"," ",436601,436601,0,456718,456718,0,32833,30957,38738,74,75,61106,57061,0,0,5878,6215,6215,0,0,145079,146940,0,0,18877,227071,11,2772,173,,12,2833,192,,7505,28119,,,8137,30601,,,37,38,,,37,37,,
110764313093221_365053054331011,https://www.facebook.com/jowradio/posts/365053054331011,"زادو شرط جديد للعمل",Video,,,"12/08/2019 06:00:01 AM"," ",41180,41180,0,42885,42885,0,2113,1825,2210,2,2,23075,22774,0,0,1212,420,420,0,0,14068,14468,0,0,11842,183829,14,354,21,,14,382,23,,640,1376,,,649,1561,,,2,,,,2,,,
110764313093221_365030337666616,https://www.facebook.com/jowradio/posts/365030337666616,"ضيف اليوم في Ballon : لجنة الإنقاذ التابعة لإتحاد الحراش  💛🖤⚽
تابعونا اليوم على المباشر  21 سا ـ 23 سا
اسمعونا على : www.jow.radio

USMH الصحيفة الرسمية لفريق اتحاد الحراش - Usmh news - USMH I ღ USMH USMH usmh USMH",Photo,,,"12/08/2019 05:05:16 AM"," ",31239,31239,0,31131,31131,0,1284,937,1076,1,1,12362,12533,0,0,381,0,0,0,0,0,0,0,0,0,0,11,438,11,,11,475,13,,,707,146,157,,763,157,156,1,,,,1,,,
110764313093221_365027331000250,https://www.facebook.com/jowradio/posts/365027331000250,"اليوم في حصة بالون رايحين نتكلمو على نادي إتحاد الحراش، ما تراطيوش الحصة على المباشراليوم من التسعة للحداش تاع الليل 💛🖤⚽
اسمعونا على : www.jow.radio

Ballon USMH الصحيفة الرسمية لفريق اتحاد الحراش - Usmh news - I ღ USMH usmh USMH",Photo,,,"12/08/2019 05:00:05 AM"," ",32761,32761,0,34712,34712,0,1266,958,1129,4,4,15891,15592,0,0,434,0,0,0,0,0,0,0,0,0,0,12,439,21,,12,477,43,,,754,127,168,,831,128,170,3,1,,,3,1,,
110764313093221_364576271045356,https://www.facebook.com/jowradio/posts/364576271045356,"بالفيديو : رامي بن سبعيني يقهر بايرن ميونخ ويدك حارسه &quot;نوير&quot;  بهدفين",Link,,,"12/07/2019 01:19:09 PM"," ",147796,147796,0,160306,160306,0,3006,2360,2531,20,20,12480,12177,0,0,563,0,0,0,0,0,0,0,0,0,0,2,696,5,,2,700,5,,,539,1905,,,566,1965,,8,12,,,8,12,,
110764313093221_363461614490155,https://www.facebook.com/jowradio/posts/363461614490155,"يونس صابر الشريف في Quizz واش جابك ؟
شوفو واش قالنا  😅",Video,,,"12/07/2019 05:12:32 AM"," ",111431,111431,0,109679,109679,0,4203,3601,4705,12,12,40176,38911,0,0,1990,2144,2169,0,0,29355,29355,0,0,16706,233087,1,855,20,,1,868,25,,700,3284,,,755,3950,,,7,5,,,7,5,,
